Area_1;Area_2;Dirt;B_cells;CD4;CD8;epithelial;LP;lymphocytes;macrophages;monocytes;muscular;epithel_prolif;strong_infiltrate;T_cells;Tregs;B_cells_2;T_cells_2;Monocytes_2;Macrophages_2
523;850;;;;;11054;467;1579;;;2030;12851;12388;;;;7670;;15911
524;851;;;;;11056;468;1586;;;2033;12852;12391;;;;7674;;16267
525;852;;;;;11057;469;1587;;;2036;12860;12396;;;;7710;;16308
526;857;;;;;11058;470;1588;;;2037;12867;12398;;;;7730;;16438
527;858;;;;;11059;471;1590;;;2040;12877;12399;;;;7739;;16449
528;863;;;;;11060;472;1593;;;2041;12888;12402;;;;7754;;16466
529;864;;;;;11062;473;1594;;;2043;12895;12403;;;;7774;;16791
530;866;;;;;11063;474;1596;;;2044;12902;12406;;;;7796;;
531;870;;;;;11064;475;1597;;;2059;12905;12409;;;;7861;;
538;871;;;;;11065;476;1600;;;2067;12906;12414;;;;7881;;
539;872;;;;;11066;477;1601;;;2071;12908;12419;;;;7905;;
540;873;;;;;11067;478;1602;;;2085;12914;12423;;;;7931;;
541;876;;;;;11068;479;1603;;;2092;12915;12432;;;;7945;;
542;880;;;;;11069;480;1610;;;2100;12916;12433;;;;7955;;
546;881;;;;;11071;482;1611;;;2102;12918;12435;;;;7990;;
547;882;;;;;11072;483;1619;;;2107;12924;12445;;;;7996;;
548;883;;;;;11073;485;1620;;;2108;12928;12446;;;;8034;;
549;884;;;;;11074;486;1626;;;2111;12929;12452;;;;8039;;
550;888;;;;;11078;487;1628;;;2119;12933;12456;;;;8095;;
551;889;;;;;11079;488;1633;;;2127;12934;12458;;;;8105;;
552;890;;;;;11080;489;1637;;;2130;12938;12459;;;;8170;;
553;891;;;;;11081;492;1640;;;2134;12943;12471;;;;8180;;
555;896;;;;;11084;493;1643;;;2144;12946;12472;;;;8279;;
556;897;;;;;11085;494;1648;;;2148;12948;12473;;;;8296;;
557;898;;;;;11086;496;1651;;;2149;12965;12475;;;;8311;;
559;899;;;;;11087;499;1653;;;2153;12968;12479;;;;8345;;
560;905;;;;;11088;500;1654;;;2163;12977;12480;;;;8346;;
562;906;;;;;11089;501;1656;;;2164;12980;12481;;;;8420;;
563;907;;;;;11091;503;1661;;;2165;12994;12485;;;;8470;;
566;911;;;;;11092;504;1665;;;2172;13003;12488;;;;8492;;
567;912;;;;;11095;505;1667;;;2177;13011;12492;;;;8600;;
568;917;;;;;11096;506;1668;;;2178;13013;12494;;;;8650;;
571;918;;;;;11097;509;1673;;;2179;13031;12505;;;;8703;;
572;919;;;;;11098;511;1675;;;2188;13033;12506;;;;8704;;
573;923;;;;;11100;513;1677;;;2196;13059;12510;;;;8745;;
574;924;;;;;11101;516;1678;;;2197;13065;12513;;;;9097;;
575;925;;;;;11103;517;1681;;;2202;13073;12514;;;;9152;;
579;927;;;;;11105;518;1682;;;2203;13077;12518;;;;9205;;
581;932;;;;;11106;519;1686;;;2205;13081;12521;;;;9375;;
582;933;;;;;11108;520;1688;;;2210;13082;12524;;;;9402;;
583;934;;;;;11110;522;1693;;;2213;13086;12535;;;;9612;;
584;936;;;;;11111;523;1699;;;2214;13094;12537;;;;9639;;
585;937;;;;;11114;524;1702;;;2221;13099;12538;;;;9664;;
586;938;;;;;11117;525;1706;;;2228;13104;12543;;;;9729;;
587;939;;;;;11118;526;1712;;;2234;13113;12546;;;;9818;;
589;940;;;;;11119;527;1713;;;2239;13115;12549;;;;9850;;
590;941;;;;;11120;529;1715;;;2242;13117;12550;;;;9853;;
592;944;;;;;11121;530;1717;;;2246;13119;12554;;;;9883;;
593;948;;;;;11126;531;1718;;;2248;13128;12557;;;;9900;;
594;949;;;;;11127;532;1722;;;2249;13133;12568;;;;10360;;
595;950;;;;;11128;533;1725;;;2251;13138;12572;;;;10457;;
596;951;;;;;11129;534;1726;;;2256;13149;12577;;;;10522;;
597;953;;;;;11130;535;1728;;;2258;13150;12578;;;;10557;;
599;954;;;;;11131;536;1729;;;2259;13162;12583;;;;10590;;
600;959;;;;;11132;538;1738;;;2260;13167;12584;;;;11080;;
601;960;;;;;11133;539;1739;;;2261;13181;12585;;;;11104;;
604;964;;;;;11135;540;1740;;;2263;13184;12587;;;;11506;;
606;965;;;;;11137;545;1743;;;2264;13185;12590;;;;11586;;
611;966;;;;;11138;547;1752;;;2269;13186;12605;;;;11621;;
612;967;;;;;11139;548;1754;;;2270;13197;12606;;;;11637;;
613;970;;;;;11140;550;1764;;;2276;13201;12607;;;;11668;;
615;972;;;;;11141;551;1768;;;2291;13204;12608;;;;11669;;
617;973;;;;;11143;552;1771;;;2293;13206;12623;;;;11713;;
618;974;;;;;11144;554;1775;;;2303;13216;12635;;;;11748;;
620;975;;;;;11145;555;1777;;;2304;13241;12639;;;;11763;;
621;980;;;;;11146;556;1782;;;2311;13312;12643;;;;11795;;
622;990;;;;;11149;557;1783;;;2355;13322;12648;;;;11839;;
623;993;;;;;11151;558;1787;;;2356;13330;12654;;;;11886;;
624;994;;;;;11152;559;1788;;;2365;13331;12658;;;;11896;;
628;997;;;;;11154;562;1790;;;2374;13352;12666;;;;11920;;
629;998;;;;;11156;563;1796;;;2376;13447;12671;;;;11928;;
630;999;;;;;11157;564;1800;;;2378;13462;12672;;;;11932;;
632;1000;;;;;11158;565;1801;;;2406;13467;12674;;;;11938;;
633;1001;;;;;11159;571;1804;;;2411;13470;12677;;;;11958;;
634;1002;;;;;11160;572;1809;;;2412;13510;12679;;;;11983;;
635;1004;;;;;11161;574;1810;;;2420;13531;12683;;;;12037;;
636;1007;;;;;11162;575;1811;;;2421;13553;12686;;;;12059;;
637;1008;;;;;11163;577;1812;;;2432;13561;12690;;;;12071;;
640;1011;;;;;11164;578;1813;;;2443;13576;12693;;;;12085;;
643;1013;;;;;11165;579;1814;;;2444;13578;12698;;;;12145;;
648;1014;;;;;11167;580;1815;;;2446;13654;12701;;;;12159;;
649;1015;;;;;11168;581;1817;;;2459;13698;12713;;;;12171;;
654;1016;;;;;11169;582;1821;;;2460;13726;12714;;;;12174;;
655;1022;;;;;11170;583;1822;;;2476;13736;12722;;;;12175;;
656;1026;;;;;11171;584;1826;;;2482;13802;12723;;;;12219;;
657;1027;;;;;11173;585;1827;;;2490;13898;12724;;;;12225;;
659;1028;;;;;11174;590;1829;;;2491;13904;12729;;;;12245;;
660;1032;;;;;11175;591;1830;;;2492;13942;12732;;;;12268;;
666;1033;;;;;11176;592;1833;;;2493;13950;12746;;;;12274;;
667;1035;;;;;11177;593;1844;;;2494;13959;12763;;;;12283;;
668;1036;;;;;11178;594;1845;;;2510;13960;12766;;;;12324;;
671;1038;;;;;11179;595;1847;;;2512;13997;12780;;;;12417;;
672;1041;;;;;11180;596;1849;;;2513;14173;12789;;;;12457;;
675;1046;;;;;11181;598;1852;;;2521;14220;12798;;;;12463;;
681;1050;;;;;11182;599;1854;;;2522;14231;12800;;;;12466;;
682;1054;;;;;11183;600;1855;;;2523;14263;12803;;;;12471;;
683;1057;;;;;11184;601;1861;;;2524;14324;12810;;;;12472;;
684;1058;;;;;11185;602;1865;;;2525;14404;12819;;;;12488;;
686;1063;;;;;11186;603;1886;;;2534;14425;12820;;;;12496;;
691;1065;;;;;11187;605;1888;;;2539;14458;12823;;;;12545;;
692;1066;;;;;11189;606;1891;;;2547;14505;12848;;;;12576;;
693;1067;;;;;11190;607;1893;;;2551;14634;12849;;;;12577;;
694;1068;;;;;11191;608;1895;;;2552;14705;12852;;;;12578;;
695;1069;;;;;11193;611;1898;;;2564;14755;12856;;;;12602;;
696;1072;;;;;11195;612;1900;;;2575;14768;12861;;;;12623;;
697;1073;;;;;11196;616;1915;;;2591;14876;12867;;;;12639;;
698;1074;;;;;11197;618;1923;;;2594;14910;12878;;;;12648;;
699;1076;;;;;11198;619;1924;;;2601;14932;12882;;;;12658;;
706;1077;;;;;11199;620;1925;;;2603;14955;12886;;;;12669;;
707;1078;;;;;11200;621;1931;;;2604;14976;12889;;;;12674;;
708;1079;;;;;11201;622;1936;;;2614;15006;12893;;;;12677;;
709;1080;;;;;11202;623;1939;;;2619;15012;12898;;;;12683;;
711;1089;;;;;11203;624;1942;;;2622;15029;12923;;;;12686;;
712;1093;;;;;11205;626;1947;;;2625;15051;12932;;;;12690;;
713;1094;;;;;11206;627;1949;;;2627;15099;12933;;;;12701;;
714;1097;;;;;11207;628;1951;;;2632;15122;12959;;;;12726;;
715;1098;;;;;11208;629;1955;;;2654;15148;12974;;;;12732;;
717;1099;;;;;11210;630;1961;;;2661;15169;12976;;;;12789;;
719;1100;;;;;11211;631;1963;;;2664;15178;12980;;;;12793;;
720;1101;;;;;11212;632;1970;;;2673;15212;12999;;;;12800;;
722;1104;;;;;11213;633;1976;;;2680;15221;13000;;;;12802;;
723;1107;;;;;11214;635;1981;;;2684;15246;13006;;;;12807;;
724;1113;;;;;11215;637;1984;;;2687;15247;13010;;;;12809;;
729;1114;;;;;11216;639;1988;;;2694;15257;13018;;;;12820;;
730;1115;;;;;11218;640;1993;;;2696;15259;13025;;;;12823;;
733;1120;;;;;11219;641;1997;;;2697;15272;13027;;;;12847;;
735;1121;;;;;11220;642;2000;;;2706;15309;13052;;;;12856;;
736;1122;;;;;11221;643;2001;;;2711;15313;13056;;;;12886;;
738;1123;;;;;11222;645;2002;;;2717;15319;13096;;;;12900;;
739;1125;;;;;11223;647;2008;;;2721;15320;13131;;;;12923;;
742;1130;;;;;11224;648;2015;;;2741;15343;13154;;;;12970;;
746;1131;;;;;11226;649;2019;;;2746;15357;13212;;;;12999;;
747;1133;;;;;11227;650;2022;;;2751;15371;;;;;13016;;
748;1136;;;;;11228;651;2027;;;2758;15374;;;;;13035;;
750;1137;;;;;11229;653;2032;;;2762;15399;;;;;13199;;
751;1138;;;;;11230;654;2039;;;2765;15401;;;;;13208;;
758;1139;;;;;11231;656;2054;;;2767;15403;;;;;13213;;
762;1142;;;;;11233;657;2064;;;2772;15407;;;;;13222;;
763;1143;;;;;11235;659;2066;;;2780;15409;;;;;13235;;
764;1146;;;;;11237;660;2068;;;2793;15426;;;;;13323;;
765;1148;;;;;11239;661;2069;;;2804;15439;;;;;13366;;
766;1152;;;;;11242;662;2072;;;2830;15457;;;;;13394;;
768;1153;;;;;11243;663;2073;;;2831;15460;;;;;13405;;
770;1159;;;;;11244;665;2075;;;2840;15472;;;;;13439;;
771;1160;;;;;11246;666;2077;;;2848;15475;;;;;13461;;
772;1163;;;;;11247;667;2078;;;2855;15496;;;;;13573;;
777;1168;;;;;11248;668;2079;;;2858;15505;;;;;13601;;
778;1169;;;;;11249;669;2083;;;2869;15511;;;;;13681;;
782;1177;;;;;11250;670;2084;;;2871;15533;;;;;14024;;
784;1178;;;;;11251;671;2087;;;2872;15547;;;;;14235;;
785;1179;;;;;11253;673;2088;;;2878;15553;;;;;14236;;
786;1183;;;;;11254;675;2096;;;2879;15566;;;;;14273;;
787;1184;;;;;11255;677;2101;;;2887;15574;;;;;14274;;
791;1185;;;;;11257;678;2105;;;2889;15576;;;;;14328;;
792;1186;;;;;11259;682;2106;;;2892;15577;;;;;14333;;
795;1187;;;;;11260;684;2115;;;2903;15582;;;;;14344;;
797;1190;;;;;11261;685;2116;;;2904;15587;;;;;14402;;
798;1191;;;;;11264;686;2123;;;2907;15591;;;;;14430;;
800;1192;;;;;11265;688;2124;;;2908;15599;;;;;14500;;
801;1197;;;;;11266;689;2129;;;2909;15601;;;;;14531;;
803;1203;;;;;11267;690;2132;;;2914;15618;;;;;14576;;
804;1204;;;;;11268;691;2135;;;2917;15643;;;;;14623;;
806;1205;;;;;11269;692;2136;;;2919;15644;;;;;14869;;
807;1206;;;;;11270;693;2140;;;2926;15646;;;;;15257;;
808;1207;;;;;11271;694;2142;;;2943;15666;;;;;15335;;
814;1219;;;;;11272;696;2146;;;2946;15667;;;;;15400;;
815;1220;;;;;11274;697;2147;;;2947;15683;;;;;15513;;
816;1227;;;;;11275;698;2155;;;2948;15695;;;;;15557;;
817;1228;;;;;11276;701;2156;;;2963;15709;;;;;15635;;
818;1230;;;;;11277;702;2158;;;2996;15716;;;;;15815;;
822;1231;;;;;11280;703;2159;;;3000;15719;;;;;15825;;
823;1232;;;;;11281;704;2162;;;3002;15737;;;;;15878;;
824;1235;;;;;11282;706;2169;;;3003;15739;;;;;15918;;
826;1236;;;;;11283;710;2173;;;3005;15744;;;;;15924;;
827;1237;;;;;11284;711;2181;;;3008;15748;;;;;15942;;
832;1238;;;;;11285;712;2185;;;3026;15758;;;;;15976;;
833;1240;;;;;11286;713;2187;;;3028;15764;;;;;15977;;
834;1241;;;;;11287;714;2189;;;3036;15781;;;;;15994;;
838;1242;;;;;11288;715;2191;;;3048;15806;;;;;16055;;
839;1243;;;;;11289;716;2194;;;3062;15813;;;;;16145;;
842;1244;;;;;11290;718;2199;;;3074;15830;;;;;16170;;
843;1246;;;;;11291;719;2208;;;3087;15831;;;;;16181;;
844;1247;;;;;11292;720;2209;;;3092;15833;;;;;16221;;
845;1253;;;;;11294;721;2211;;;3094;15842;;;;;16317;;
847;1254;;;;;11296;722;2212;;;3098;15849;;;;;16382;;
848;1255;;;;;11297;724;2217;;;3100;15862;;;;;16706;;
849;1257;;;;;11300;726;2218;;;3123;15867;;;;;16751;;
853;1258;;;;;11302;727;2230;;;3129;15869;;;;;16796;;
854;1259;;;;;11303;728;2231;;;3136;15871;;;;;16842;;
855;1260;;;;;11304;729;2235;;;3138;15876;;;;;16906;;
856;1267;;;;;11305;731;2236;;;3149;15891;;;;;17249;;
859;1268;;;;;11306;732;2238;;;3150;15892;;;;;17300;;
860;1269;;;;;11307;733;2240;;;3151;15893;;;;;17350;;
861;1271;;;;;11308;736;2243;;;3154;15895;;;;;17614;;
865;1272;;;;;11309;737;2244;;;3173;15910;;;;;17715;;
867;1273;;;;;11310;738;2247;;;3177;15913;;;;;17760;;
868;1275;;;;;11311;739;2253;;;3183;15916;;;;;17832;;
869;1276;;;;;11312;740;2254;;;3186;15924;;;;;17834;;
874;1280;;;;;11313;742;2265;;;3201;15932;;;;;17946;;
875;1281;;;;;11314;743;2271;;;3208;15938;;;;;18057;;
877;1282;;;;;11316;744;2272;;;3210;15959;;;;;18111;;
878;1285;;;;;11317;745;2273;;;3220;15961;;;;;18139;;
879;1286;;;;;11319;746;2274;;;3227;15965;;;;;18141;;
885;1288;;;;;11321;747;2275;;;3229;15967;;;;;18145;;
886;1289;;;;;11322;748;2277;;;3234;15969;;;;;18165;;
887;1290;;;;;11323;749;2281;;;3254;15970;;;;;18168;;
892;1291;;;;;11328;750;2282;;;3255;15971;;;;;18247;;
893;1300;;;;;11329;753;2283;;;3259;15975;;;;;18286;;
894;1303;;;;;11330;754;2286;;;3265;15981;;;;;18381;;
900;1305;;;;;11331;755;2289;;;3266;15984;;;;;18431;;
901;1308;;;;;11332;756;2290;;;3267;16013;;;;;18446;;
902;1309;;;;;11333;757;2294;;;3276;16020;;;;;;;
903;1312;;;;;11334;758;2296;;;3288;16026;;;;;;;
904;1313;;;;;11335;759;2297;;;3291;16029;;;;;;;
908;1314;;;;;11336;760;2298;;;3293;16030;;;;;;;
910;1317;;;;;11337;762;2299;;;3296;16033;;;;;;;
913;1318;;;;;11339;763;2301;;;3297;16034;;;;;;;
914;1322;;;;;11340;764;2305;;;3300;16054;;;;;;;
915;1323;;;;;11342;765;2306;;;3301;16060;;;;;;;
920;1324;;;;;11344;766;2307;;;3315;16077;;;;;;;
921;1325;;;;;11345;767;2310;;;3317;16079;;;;;;;
922;1326;;;;;11346;768;2312;;;3320;16086;;;;;;;
926;1327;;;;;11347;770;2313;;;3321;16090;;;;;;;
928;1330;;;;;11348;771;2316;;;3326;16104;;;;;;;
929;1341;;;;;11349;772;2317;;;3331;16121;;;;;;;
930;1342;;;;;11350;774;2319;;;3335;16122;;;;;;;
931;1343;;;;;11354;775;2321;;;3344;16139;;;;;;;
935;1346;;;;;11355;776;2326;;;3345;16149;;;;;;;
942;1347;;;;;11356;777;2327;;;3355;16153;;;;;;;
943;1348;;;;;11357;778;2328;;;3366;16162;;;;;;;
945;1356;;;;;11358;779;2330;;;3369;16170;;;;;;;
946;1361;;;;;11359;781;2336;;;3373;16184;;;;;;;
947;1368;;;;;11361;782;2338;;;3381;16192;;;;;;;
952;1369;;;;;11362;784;2342;;;3386;16199;;;;;;;
955;1370;;;;;11363;785;2344;;;3393;16202;;;;;;;
956;1373;;;;;11364;786;2345;;;3395;16203;;;;;;;
957;1375;;;;;11365;787;2346;;;3396;16207;;;;;;;
961;1380;;;;;11368;788;2349;;;3404;16209;;;;;;;
962;1381;;;;;11369;790;2351;;;3405;16213;;;;;;;
963;1384;;;;;11370;791;2352;;;3409;16223;;;;;;;
968;1386;;;;;11371;793;2357;;;3413;16231;;;;;;;
969;1388;;;;;11373;794;2358;;;3417;16241;;;;;;;
971;1392;;;;;11375;796;2359;;;3419;16245;;;;;;;
976;1393;;;;;11377;797;2363;;;3423;16250;;;;;;;
977;1394;;;;;11378;798;2366;;;3428;16252;;;;;;;
978;1395;;;;;11379;799;2367;;;3458;16253;;;;;;;
979;1399;;;;;11380;801;2368;;;3468;16254;;;;;;;
981;1400;;;;;11382;803;2371;;;3469;16257;;;;;;;
982;1401;;;;;11383;806;2375;;;3471;16260;;;;;;;
983;1402;;;;;11384;807;2385;;;3480;16262;;;;;;;
984;1403;;;;;11385;808;2387;;;3482;16264;;;;;;;
985;1404;;;;;11387;809;2388;;;3484;16266;;;;;;;
986;1409;;;;;11388;810;2389;;;3497;16270;;;;;;;
987;1410;;;;;11389;811;2390;;;3500;16279;;;;;;;
988;1415;;;;;11390;812;2392;;;3506;16280;;;;;;;
991;1417;;;;;11391;814;2394;;;3507;16289;;;;;;;
995;1418;;;;;11392;815;2395;;;3521;16299;;;;;;;
996;1421;;;;;11394;816;2397;;;3527;16301;;;;;;;
1003;1422;;;;;11395;817;2398;;;3529;16303;;;;;;;
1005;1427;;;;;11398;818;2402;;;3547;16314;;;;;;;
1006;1428;;;;;11399;820;2405;;;3551;16316;;;;;;;
1009;1431;;;;;11401;821;2407;;;3556;16321;;;;;;;
1010;1432;;;;;11402;823;2413;;;3560;16334;;;;;;;
1012;1433;;;;;11403;824;2414;;;3564;16335;;;;;;;
1017;1434;;;;;11405;826;2415;;;3566;16341;;;;;;;
1018;1436;;;;;11406;828;2417;;;3570;16351;;;;;;;
1019;1438;;;;;11407;829;2422;;;3572;16359;;;;;;;
1020;1439;;;;;11408;830;2424;;;3573;16369;;;;;;;
1021;1443;;;;;11410;832;2434;;;3577;16372;;;;;;;
1023;1444;;;;;11412;834;2437;;;3579;16375;;;;;;;
1024;1445;;;;;11413;835;2445;;;3585;16376;;;;;;;
1025;1451;;;;;11414;836;2448;;;3591;16383;;;;;;;
1029;1452;;;;;11415;837;2450;;;3597;16393;;;;;;;
1030;1454;;;;;11417;838;2453;;;3599;16396;;;;;;;
1034;1456;;;;;11418;840;2454;;;3607;16406;;;;;;;
1037;1457;;;;;11419;841;2463;;;3610;16408;;;;;;;
1039;1458;;;;;11420;842;2466;;;3615;16413;;;;;;;
1040;1461;;;;;11421;843;2468;;;3623;16426;;;;;;;
1042;1464;;;;;11422;846;2469;;;3630;16431;;;;;;;
1043;1465;;;;;11425;847;2470;;;3633;16451;;;;;;;
1044;1468;;;;;11426;848;2474;;;3639;16452;;;;;;;
1045;1470;;;;;11427;849;2475;;;3640;16457;;;;;;;
1047;1475;;;;;11428;850;2479;;;3648;16473;;;;;;;
1048;1476;;;;;11429;851;2483;;;3649;16478;;;;;;;
1049;1477;;;;;11430;852;2484;;;3654;16501;;;;;;;
1051;1479;;;;;11432;853;2486;;;3655;16503;;;;;;;
1052;1480;;;;;11434;854;2489;;;3657;16507;;;;;;;
1053;1481;;;;;11436;855;2495;;;3658;16510;;;;;;;
1055;1482;;;;;11437;856;2497;;;3659;16520;;;;;;;
1056;1488;;;;;11438;857;2500;;;3663;16521;;;;;;;
1059;1489;;;;;11439;858;2504;;;3665;16528;;;;;;;
1060;1490;;;;;11440;859;2506;;;3670;16529;;;;;;;
1061;1492;;;;;11441;860;2508;;;3671;16531;;;;;;;
1062;1493;;;;;11442;861;2509;;;3693;16532;;;;;;;
1064;1499;;;;;11443;864;2514;;;3695;16549;;;;;;;
1070;1500;;;;;11445;866;2515;;;3699;16554;;;;;;;
1075;1501;;;;;11446;868;2519;;;3715;16578;;;;;;;
1081;1508;;;;;11448;869;2526;;;3720;16589;;;;;;;
1082;1509;;;;;11449;870;2527;;;3723;16593;;;;;;;
1083;1510;;;;;11450;871;2528;;;3724;16595;;;;;;;
1084;1512;;;;;11451;872;2538;;;3727;16598;;;;;;;
1085;1515;;;;;11452;873;2540;;;3730;16601;;;;;;;
1086;1520;;;;;11453;875;2541;;;3749;16606;;;;;;;
1087;1521;;;;;11454;876;2542;;;3756;16628;;;;;;;
1090;1522;;;;;11456;877;2543;;;3768;16629;;;;;;;
1091;1524;;;;;11457;878;2545;;;3772;16649;;;;;;;
1092;1528;;;;;11459;879;2548;;;3783;16660;;;;;;;
1095;1529;;;;;11462;880;2550;;;3785;16683;;;;;;;
1096;1536;;;;;11464;881;2557;;;3797;16692;;;;;;;
1102;1542;;;;;11467;882;2559;;;3800;16699;;;;;;;
1103;1548;;;;;11469;883;2560;;;3801;16704;;;;;;;
1105;1549;;;;;11470;884;2567;;;3808;16714;;;;;;;
1106;1550;;;;;11472;885;2581;;;3809;16727;;;;;;;
1108;1551;;;;;11473;886;2582;;;3812;16730;;;;;;;
1109;1556;;;;;11476;887;2584;;;3823;16755;;;;;;;
1110;1559;;;;;11477;888;2585;;;3825;16761;;;;;;;
1111;1560;;;;;11478;889;2587;;;3827;16774;;;;;;;
1112;1564;;;;;11479;890;2590;;;3834;16798;;;;;;;
1116;1565;;;;;11481;891;2609;;;3843;16800;;;;;;;
1117;1570;;;;;11484;893;2610;;;3851;16805;;;;;;;
1118;1572;;;;;11485;894;2616;;;3855;16822;;;;;;;
1119;1573;;;;;11486;896;2623;;;3885;16838;;;;;;;
1124;1575;;;;;11487;897;2624;;;3900;16862;;;;;;;
1126;1576;;;;;11488;898;2628;;;3905;16909;;;;;;;
1127;1577;;;;;11489;899;2630;;;3911;16924;;;;;;;
1128;1578;;;;;11490;900;2631;;;3920;16930;;;;;;;
1132;1579;;;;;11491;901;2633;;;3921;16936;;;;;;;
1134;1580;;;;;11492;902;2637;;;3933;16937;;;;;;;
1135;1581;;;;;11495;903;2640;;;3942;16948;;;;;;;
1140;1582;;;;;11496;904;2643;;;3946;16958;;;;;;;
1141;1583;;;;;11497;905;2647;;;3949;16959;;;;;;;
1144;1588;;;;;11498;906;2649;;;3957;16990;;;;;;;
1145;1589;;;;;11502;907;2656;;;3961;17103;;;;;;;
1147;1590;;;;;11504;908;2658;;;3963;17118;;;;;;;
1149;1591;;;;;11505;910;2665;;;3972;17141;;;;;;;
1150;1595;;;;;11506;911;2668;;;3987;17245;;;;;;;
1151;1596;;;;;11507;912;2669;;;3993;17261;;;;;;;
1154;1597;;;;;11509;913;2672;;;3999;17333;;;;;;;
1155;1598;;;;;11510;914;2675;;;4000;17361;;;;;;;
1156;1603;;;;;11512;917;2681;;;4001;17428;;;;;;;
1157;1604;;;;;11513;919;2685;;;4003;17453;;;;;;;
1158;1609;;;;;11514;920;2686;;;4004;17512;;;;;;;
1161;1610;;;;;11515;921;2688;;;4005;17556;;;;;;;
1162;1611;;;;;11517;922;2689;;;4014;17611;;;;;;;
1164;1618;;;;;11518;923;2701;;;4015;17617;;;;;;;
1165;1619;;;;;11519;924;2703;;;4021;17651;;;;;;;
1166;1620;;;;;11520;925;2704;;;4022;17668;;;;;;;
1167;1621;;;;;11522;926;2709;;;4025;17726;;;;;;;
1170;1623;;;;;11523;927;2714;;;4029;17782;;;;;;;
1171;1624;;;;;11525;928;2719;;;4036;17815;;;;;;;
1172;1625;;;;;11529;929;2720;;;4038;17884;;;;;;;
1173;1628;;;;;11530;930;2725;;;4039;17974;;;;;;;
1174;1629;;;;;11534;931;2738;;;4042;18131;;;;;;;
1175;1630;;;;;11537;932;2748;;;4055;18137;;;;;;;
1176;1639;;;;;11540;933;2760;;;4063;18218;;;;;;;
1180;1640;;;;;11541;934;2761;;;4066;18262;;;;;;;
1181;1642;;;;;11543;935;2763;;;4077;18269;;;;;;;
1182;1643;;;;;11544;936;2766;;;4079;18295;;;;;;;
1188;1644;;;;;11545;937;2774;;;4080;18314;;;;;;;
1189;1645;;;;;11546;938;2783;;;4081;18315;;;;;;;
1193;1647;;;;;11548;939;2784;;;4082;18316;;;;;;;
1194;1648;;;;;11550;940;2789;;;4096;18343;;;;;;;
1195;1649;;;;;11551;941;2794;;;4097;18386;;;;;;;
1196;1655;;;;;11552;942;2795;;;4101;18409;;;;;;;
1198;1656;;;;;11553;943;2796;;;4111;18410;;;;;;;
1199;1661;;;;;11554;944;2798;;;4115;18411;;;;;;;
1200;1662;;;;;11555;945;2800;;;4116;18413;;;;;;;
1201;1663;;;;;11558;946;2813;;;4119;18415;;;;;;;
1202;1664;;;;;11559;947;2815;;;4125;18421;;;;;;;
1208;1665;;;;;11560;948;2816;;;4127;18445;;;;;;;
1209;1666;;;;;11562;949;2817;;;4128;18476;;;;;;;
1211;1667;;;;;11563;950;2823;;;4133;18480;;;;;;;
1212;1669;;;;;11564;952;2824;;;4136;18484;;;;;;;
1213;1670;;;;;11565;953;2826;;;4139;18494;;;;;;;
1214;1671;;;;;11566;955;2828;;;4143;18508;;;;;;;
1215;1672;;;;;11567;957;2836;;;4144;18561;;;;;;;
1216;1673;;;;;11568;959;2838;;;4146;18571;;;;;;;
1217;1676;;;;;11569;960;2842;;;4155;18572;;;;;;;
1218;1677;;;;;11571;961;2843;;;4157;18581;;;;;;;
1221;1678;;;;;11573;962;2845;;;4161;18599;;;;;;;
1222;1681;;;;;11575;963;2852;;;4167;18600;;;;;;;
1223;1682;;;;;11576;965;2854;;;4169;;;;;;;;
1224;1683;;;;;11580;966;2856;;;4171;;;;;;;;
1225;1685;;;;;11581;967;2860;;;4172;;;;;;;;
1226;1686;;;;;11582;968;2862;;;4179;;;;;;;;
1229;1687;;;;;11583;969;2865;;;4182;;;;;;;;
1233;1688;;;;;11584;970;2866;;;4183;;;;;;;;
1234;1689;;;;;11585;971;2870;;;4195;;;;;;;;
1239;1694;;;;;11587;972;2873;;;4197;;;;;;;;
1245;1699;;;;;11588;973;2875;;;4199;;;;;;;;
1248;1700;;;;;11589;974;2884;;;4212;;;;;;;;
1249;1703;;;;;11593;975;2885;;;4213;;;;;;;;
1250;1706;;;;;11594;976;2886;;;4214;;;;;;;;
1251;1707;;;;;11595;977;2888;;;4215;;;;;;;;
1252;1711;;;;;11596;978;2895;;;4216;;;;;;;;
1256;1712;;;;;11597;979;2897;;;4220;;;;;;;;
1261;1713;;;;;11599;980;2902;;;4221;;;;;;;;
1262;1714;;;;;11600;981;2905;;;4222;;;;;;;;
1263;1718;;;;;11602;982;2912;;;4225;;;;;;;;
1264;1719;;;;;11603;983;2916;;;4230;;;;;;;;
1265;1722;;;;;11604;984;2922;;;4231;;;;;;;;
1266;1723;;;;;11605;987;2923;;;4233;;;;;;;;
1270;1726;;;;;11608;990;2927;;;4235;;;;;;;;
1277;1727;;;;;11609;991;2931;;;4238;;;;;;;;
1278;1728;;;;;11610;993;2934;;;4239;;;;;;;;
1279;1729;;;;;11611;994;2939;;;4240;;;;;;;;
1283;1730;;;;;11613;996;2940;;;4241;;;;;;;;
1284;1731;;;;;11614;997;2942;;;4245;;;;;;;;
1287;1732;;;;;11617;999;2945;;;4248;;;;;;;;
1292;1733;;;;;11621;1001;2952;;;4250;;;;;;;;
1293;1734;;;;;11622;1002;2953;;;4252;;;;;;;;
